id,name,price
8560,16oz Cup,2.09
8561,Vegetables Salad,7.29
8562,Vegetables Salad,7.29
8563,Vegetables Burrito,7.29
8564,16oz Cup,2.09
8565,Steak Burrito,8.29
8566,Ground Beef Tacos,8.19
8567,16oz Cup,2.09
8568,Vegetables Burrito,7.29
8569,Ground Beef Tacos,8.19
8570,Chicken Bowl,7.29
8571,32oz Cup,2.29
8572,Ground Beef Burrito,8.19
8573,Tortilla Chips,2.19
8574,16oz Cup,2.09
8575,Ground Beef Bowl,8.19
8576,Can,2.0
8577,Ground Beef Salad,8.19
8578,32oz Cup,2.29
8579,Chicken Tacos,7.29
8580,16oz Cup,2.09
8581,Ground Beef Salad,8.19
8582,32oz Cup,2.29
8583,Chicken Burrito,7.29
8584,32oz Cup,2.29
8585,Ground Beef Tacos,8.19
8586,Ground Beef Salad,8.19
8587,Can,2.0
8588,Vegetables Tacos,7.29
8589,Tortilla Chips,2.19
8590,16oz Cup,2.09
8591,Steak Burrito,8.29
8592,Ground Beef Bowl,8.19
8593,16oz Cup,2.09
8594,Vegetables Tacos,7.29
8595,Tortilla Chips,2.19
8596,32oz Cup,2.29
8597,Ground Beef Bowl,8.19
8598,Vegetables Tacos,7.29
8599,Tortilla Chips,2.19
8600,Can,2.0
8601,Chicken Bowl,7.29
8602,Vegetables Tacos,7.29
8603,16oz Cup,2.09
8604,Chicken Salad,7.29
8605,Steak Tacos,8.29
8606,Can,2.0
8607,Ground Beef Bowl,8.19
8608,Tortilla Chips,2.19
8609,32oz Cup,2.29
8610,Ground Beef Salad,8.19
8611,Steak Salad,8.29
8612,Tortilla Chips,2.19
8613,32oz Cup,2.29
8614,Vegetables Tacos,7.29
8615,Steak Bowl,8.29
8616,Vegetables Salad,7.29
8617,Can,2.0
8618,Steak Bowl,8.29
8619,Can,2.0
8620,Steak Salad,8.29
8621,32oz Cup,2.29
8622,Steak Salad,8.29
8623,Can,2.0
8624,Steak Tacos,8.29
8625,Can,2.0
8626,Ground Beef Bowl,8.19
8627,Tortilla Chips,2.19
8628,32oz Cup,2.29
8629,Ground Beef Burrito,8.19
8630,Steak Salad,8.29
8631,Chicken Burrito,7.29
8632,Tortilla Chips,2.19
8633,16oz Cup,2.09
8634,Steak Bowl,8.29
8635,16oz Cup,2.09
8636,Steak Bowl,8.29
8637,Tortilla Chips,2.19
8638,16oz Cup,2.09
8639,Ground Beef Salad,8.19
8640,32oz Cup,2.29
8641,Chicken Tacos,7.29
8642,16oz Cup,2.09
8643,Vegetables Bowl,7.29
8644,Tortilla Chips,2.19
8645,32oz Cup,2.29
8646,Ground Beef Bowl,8.19
8647,Chicken Burrito,7.29
8648,Ground Beef Salad,8.19
8649,Can,2.0
8650,Chicken Burrito,7.29
8651,16oz Cup,2.09
8652,Ground Beef Bowl,8.19
8653,Vegetables Burrito,7.29
8654,Chicken Burrito,7.29
8655,Tortilla Chips,2.19
8656,Can,2.0
8657,Steak Burrito,8.29
8658,Chicken Bowl,7.29
8659,Tortilla Chips,2.19
8660,Can,2.0
8661,Vegetables Burrito,7.29
8662,Tortilla Chips,2.19
8663,32oz Cup,2.29
8664,Chicken Bowl,7.29
8665,Chicken Tacos,7.29
8666,Steak Tacos,8.29
8667,32oz Cup,2.29
8668,Vegetables Tacos,7.29
8669,Tortilla Chips,2.19
8670,16oz Cup,2.09
8671,Vegetables Burrito,7.29
8672,Ground Beef Tacos,8.19
8673,Ground Beef Salad,8.19
8674,Steak Burrito,8.29
8675,32oz Cup,2.29
8676,Steak Salad,8.29
8677,32oz Cup,2.29
8678,Steak Salad,8.29
8679,Vegetables Tacos,7.29
8680,Vegetables Tacos,7.29
8681,Chicken Tacos,7.29
8682,Tortilla Chips,2.19
8683,16oz Cup,2.09
8684,Steak Burrito,8.29
8685,Ground Beef Tacos,8.19
8686,16oz Cup,2.09
8687,Chicken Bowl,7.29
8688,Chicken Salad,7.29
8689,Ground Beef Salad,8.19
8690,16oz Cup,2.09
8691,Steak Tacos,8.29
8692,Tortilla Chips,2.19
8693,32oz Cup,2.29
8694,Chicken Burrito,7.29
8695,Vegetables Tacos,7.29
8696,Chicken Salad,7.29
8697,Can,2.0
8698,Ground Beef Burrito,8.19
8699,Ground Beef Tacos,8.19
8700,32oz Cup,2.29
8701,Vegetables Burrito,7.29
8702,16oz Cup,2.09
8703,Chicken Tacos,7.29
8704,16oz Cup,2.09
8705,Vegetables Burrito,7.29
8706,Tortilla Chips,2.19
8707,32oz Cup,2.29
8708,Chicken Burrito,7.29
8709,32oz Cup,2.29
8710,Ground Beef Salad,8.19
8711,Vegetables Salad,7.29
8712,Tortilla Chips,2.19
8713,32oz Cup,2.29
8714,Ground Beef Tacos,8.19
8715,32oz Cup,2.29
8716,Steak Salad,8.29
8717,Steak Burrito,8.29
8718,Can,2.0
8719,Chicken Bowl,7.29
8720,32oz Cup,2.29
8721,Steak Bowl,8.29
8722,Vegetables Salad,7.29
8723,Tortilla Chips,2.19
8724,16oz Cup,2.09
8725,Chicken Salad,7.29
8726,Tortilla Chips,2.19
8727,16oz Cup,2.09
8728,Chicken Salad,7.29
8729,Can,2.0
8730,Steak Burrito,8.29
8731,Vegetables Tacos,7.29
8732,Vegetables Burrito,7.29
8733,32oz Cup,2.29
8734,Ground Beef Tacos,8.19
8735,16oz Cup,2.09
8736,Ground Beef Tacos,8.19
8737,32oz Cup,2.29
8738,Steak Tacos,8.29
8739,32oz Cup,2.29
8740,Ground Beef Salad,8.19
8741,Ground Beef Tacos,8.19
8742,Steak Tacos,8.29
8743,Chicken Tacos,7.29
8744,Can,2.0
8745,Chicken Tacos,7.29
8746,Chicken Bowl,7.29
8747,Vegetables Salad,7.29
8748,Tortilla Chips,2.19
8749,Can,2.0
8750,Chicken Salad,7.29
8751,16oz Cup,2.09
8752,Ground Beef Bowl,8.19
8753,Can,2.0
8754,Ground Beef Burrito,8.19
8755,Can,2.0
8756,Ground Beef Tacos,8.19
8757,Chicken Tacos,7.29
8758,Tortilla Chips,2.19
8759,16oz Cup,2.09
8760,Steak Bowl,8.29
8761,16oz Cup,2.09
8762,Ground Beef Bowl,8.19
8763,16oz Cup,2.09
8764,Ground Beef Tacos,8.19
8765,Ground Beef Bowl,8.19
8766,Can,2.0
8767,Chicken Bowl,7.29
8768,Steak Bowl,8.29
8769,16oz Cup,2.09
8770,Ground Beef Burrito,8.19
8771,Ground Beef Salad,8.19
8772,Tortilla Chips,2.19
8773,16oz Cup,2.09
8774,Ground Beef Burrito,8.19
8775,Steak Bowl,8.29
8776,Vegetables Bowl,7.29
8777,Chicken Salad,7.29
8778,Tortilla Chips,2.19
8779,32oz Cup,2.29
8780,Steak Bowl,8.29
8781,Steak Salad,8.29
8782,32oz Cup,2.29
8783,Steak Tacos,8.29
8784,Ground Beef Bowl,8.19
8785,Tortilla Chips,2.19
8786,16oz Cup,2.09
8787,Ground Beef Tacos,8.19
8788,Steak Tacos,8.29
8789,Tortilla Chips,2.19
8790,Can,2.0
8791,Chicken Bowl,7.29
8792,Tortilla Chips,2.19
8793,16oz Cup,2.09
8794,Steak Salad,8.29
8795,Can,2.0
8796,Steak Burrito,8.29
8797,32oz Cup,2.29
8798,Vegetables Bowl,7.29
8799,Vegetables Tacos,7.29
8800,Can,2.0
8801,Ground Beef Burrito,8.19
8802,32oz Cup,2.29
8803,Steak Salad,8.29
8804,Tortilla Chips,2.19
8805,16oz Cup,2.09
8806,Ground Beef Tacos,8.19
8807,16oz Cup,2.09
8808,Chicken Salad,7.29
8809,Can,2.0
8810,Vegetables Bowl,7.29
8811,32oz Cup,2.29
8812,Vegetables Tacos,7.29
8813,Tortilla Chips,2.19
8814,Can,2.0
8815,Chicken Salad,7.29
8816,32oz Cup,2.29
8817,Steak Tacos,8.29
8818,Chicken Bowl,7.29
8819,Can,2.0
8820,Chicken Burrito,7.29
8821,16oz Cup,2.09
8822,Ground Beef Tacos,8.19
8823,Vegetables Salad,7.29
8824,16oz Cup,2.09
8825,Chicken Salad,7.29
8826,32oz Cup,2.29
8827,Ground Beef Salad,8.19
8828,Tortilla Chips,2.19
8829,Can,2.0
8830,Ground Beef Bowl,8.19
8831,Can,2.0
8832,Ground Beef Tacos,8.19
8833,Vegetables Salad,7.29
8834,Chicken Burrito,7.29
8835,Tortilla Chips,2.19
8836,32oz Cup,2.29
8837,Chicken Bowl,7.29
8838,Steak Tacos,8.29
8839,Vegetables Burrito,7.29
8840,Steak Salad,8.29
8841,16oz Cup,2.09
8842,Ground Beef Tacos,8.19
8843,Can,2.0
8844,Chicken Salad,7.29
8845,Steak Burrito,8.29
8846,Chicken Bowl,7.29
8847,Tortilla Chips,2.19
8848,16oz Cup,2.09
8849,Ground Beef Burrito,8.19
8850,Chicken Burrito,7.29
8851,Steak Burrito,8.29
8852,16oz Cup,2.09
8853,Steak Bowl,8.29
8854,Tortilla Chips,2.19
8855,Can,2.0
8856,Steak Burrito,8.29
8857,Can,2.0
8858,Chicken Burrito,7.29
8859,Can,2.0
8860,Steak Salad,8.29
8861,Can,2.0
8862,Steak Burrito,8.29
8863,Vegetables Tacos,7.29
8864,Tortilla Chips,2.19
8865,Can,2.0
8866,Ground Beef Burrito,8.19
8867,Can,2.0
8868,Ground Beef Burrito,8.19
8869,Chicken Salad,7.29
8870,Steak Salad,8.29
8871,Steak Tacos,8.29
8872,16oz Cup,2.09
8873,Chicken Bowl,7.29
8874,Can,2.0
8875,Ground Beef Burrito,8.19
8876,Steak Bowl,8.29
8877,Tortilla Chips,2.19
8878,32oz Cup,2.29
8879,Ground Beef Burrito,8.19
8880,Can,2.0
8881,Steak Salad,8.29
8882,Steak Salad,8.29
8883,Tortilla Chips,2.19
8884,Can,2.0
8885,Ground Beef Salad,8.19
8886,Tortilla Chips,2.19
8887,16oz Cup,2.09
8888,Vegetables Bowl,7.29
8889,Can,2.0
8890,Chicken Salad,7.29
8891,32oz Cup,2.29
8892,Vegetables Tacos,7.29
8893,Ground Beef Tacos,8.19
8894,32oz Cup,2.29
8895,Chicken Tacos,7.29
8896,Ground Beef Tacos,8.19
8897,32oz Cup,2.29
8898,Steak Tacos,8.29
8899,16oz Cup,2.09
8900,Steak Salad,8.29
8901,Steak Burrito,8.29
8902,Tortilla Chips,2.19
8903,16oz Cup,2.09
8904,Ground Beef Salad,8.19
8905,16oz Cup,2.09
8906,Vegetables Burrito,7.29
8907,16oz Cup,2.09
8908,Vegetables Tacos,7.29
8909,Chicken Salad,7.29
8910,16oz Cup,2.09
8911,Chicken Salad,7.29
8912,Steak Burrito,8.29
8913,32oz Cup,2.29
8914,Ground Beef Burrito,8.19
8915,Tortilla Chips,2.19
8916,16oz Cup,2.09
8917,Ground Beef Salad,8.19
8918,Chicken Tacos,7.29
8919,Steak Tacos,8.29
8920,Steak Salad,8.29
8921,Tortilla Chips,2.19
8922,32oz Cup,2.29
8923,Chicken Bowl,7.29
8924,Tortilla Chips,2.19
8925,16oz Cup,2.09
8926,Vegetables Bowl,7.29
8927,Steak Salad,8.29
8928,Vegetables Salad,7.29
8929,16oz Cup,2.09
8930,Chicken Bowl,7.29
8931,Chicken Bowl,7.29
8932,16oz Cup,2.09
8933,Chicken Burrito,7.29
8934,Chicken Burrito,7.29
8935,Steak Salad,8.29
8936,Steak Salad,8.29
8937,16oz Cup,2.09
8938,Ground Beef Salad,8.19
8939,Steak Salad,8.29
8940,32oz Cup,2.29
8941,Vegetables Salad,7.29
8942,Ground Beef Bowl,8.19
8943,32oz Cup,2.29
8944,Ground Beef Bowl,8.19
8945,32oz Cup,2.29
8946,Steak Burrito,8.29
8947,Vegetables Salad,7.29
8948,Steak Salad,8.29
8949,Vegetables Salad,7.29
8950,Can,2.0
8951,Steak Burrito,8.29
8952,16oz Cup,2.09
8953,Chicken Bowl,7.29
8954,Tortilla Chips,2.19
8955,32oz Cup,2.29
8956,Steak Bowl,8.29
8957,16oz Cup,2.09
8958,Chicken Salad,7.29
8959,Tortilla Chips,2.19
8960,16oz Cup,2.09
8961,Ground Beef Burrito,8.19
8962,32oz Cup,2.29
8963,Vegetables Bowl,7.29
8964,16oz Cup,2.09
8965,Vegetables Tacos,7.29
8966,Chicken Bowl,7.29
8967,Tortilla Chips,2.19
8968,32oz Cup,2.29
8969,Ground Beef Tacos,8.19
8970,Chicken Salad,7.29
8971,Can,2.0
8972,Steak Bowl,8.29
8973,Tortilla Chips,2.19
8974,16oz Cup,2.09
8975,Steak Tacos,8.29
8976,Can,2.0
8977,Ground Beef Bowl,8.19
8978,16oz Cup,2.09
8979,Steak Burrito,8.29
8980,16oz Cup,2.09
8981,Ground Beef Bowl,8.19
8982,Can,2.0
8983,Ground Beef Tacos,8.19
8984,Vegetables Salad,7.29
8985,32oz Cup,2.29
8986,Chicken Salad,7.29
8987,16oz Cup,2.09
8988,Ground Beef Bowl,8.19
8989,Ground Beef Tacos,8.19
8990,Vegetables Salad,7.29
8991,16oz Cup,2.09
8992,Steak Burrito,8.29
8993,Ground Beef Tacos,8.19
8994,32oz Cup,2.29
8995,Chicken Burrito,7.29
8996,Can,2.0
8997,Chicken Salad,7.29
8998,Tortilla Chips,2.19
8999,32oz Cup,2.29
9000,Vegetables Tacos,7.29
9001,Ground Beef Burrito,8.19
9002,16oz Cup,2.09
9003,Ground Beef Salad,8.19
9004,Ground Beef Burrito,8.19
9005,Tortilla Chips,2.19
9006,Can,2.0
9007,Chicken Tacos,7.29
9008,Steak Bowl,8.29
9009,16oz Cup,2.09
9010,Vegetables Tacos,7.29
9011,Vegetables Burrito,7.29
9012,Tortilla Chips,2.19
9013,32oz Cup,2.29
9014,Chicken Tacos,7.29
9015,Vegetables Burrito,7.29
9016,32oz Cup,2.29
9017,Vegetables Burrito,7.29
9018,Chicken Tacos,7.29
9019,Ground Beef Burrito,8.19
9020,Steak Salad,8.29
9021,Tortilla Chips,2.19
9022,32oz Cup,2.29
9023,Vegetables Tacos,7.29
9024,Vegetables Burrito,7.29
9025,32oz Cup,2.29
9026,Chicken Salad,7.29
9027,Can,2.0
9028,Vegetables Bowl,7.29
9029,32oz Cup,2.29
9030,Vegetables Tacos,7.29
9031,Can,2.0
9032,Ground Beef Bowl,8.19
9033,Chicken Tacos,7.29
9034,Tortilla Chips,2.19
9035,16oz Cup,2.09
9036,Steak Tacos,8.29
9037,Chicken Tacos,7.29
9038,32oz Cup,2.29
9039,Steak Bowl,8.29
9040,Ground Beef Salad,8.19
9041,Steak Tacos,8.29
9042,32oz Cup,2.29
9043,Chicken Bowl,7.29
9044,Tortilla Chips,2.19
9045,Can,2.0
9046,Vegetables Tacos,7.29
9047,Can,2.0
9048,Ground Beef Bowl,8.19
9049,Tortilla Chips,2.19
9050,16oz Cup,2.09
9051,Chicken Bowl,7.29
9052,Vegetables Salad,7.29
9053,16oz Cup,2.09
9054,Vegetables Bowl,7.29
9055,16oz Cup,2.09
9056,Steak Salad,8.29
9057,16oz Cup,2.09
9058,Vegetables Salad,7.29
9059,Tortilla Chips,2.19
9060,16oz Cup,2.09
9061,Chicken Bowl,7.29
9062,Vegetables Bowl,7.29
9063,Tortilla Chips,2.19
9064,32oz Cup,2.29
9065,Steak Tacos,8.29
9066,Vegetables Salad,7.29
9067,Ground Beef Tacos,8.19
9068,Chicken Bowl,7.29
9069,16oz Cup,2.09
9070,Ground Beef Tacos,8.19
9071,Ground Beef Salad,8.19
9072,Vegetables Burrito,7.29
9073,Tortilla Chips,2.19
9074,16oz Cup,2.09
9075,Steak Bowl,8.29
9076,Can,2.0
9077,Vegetables Tacos,7.29
9078,Tortilla Chips,2.19
9079,16oz Cup,2.09
9080,Chicken Bowl,7.29
9081,Chicken Burrito,7.29
9082,Vegetables Tacos,7.29
9083,Tortilla Chips,2.19
9084,32oz Cup,2.29
9085,Steak Burrito,8.29
9086,Chicken Bowl,7.29
9087,Tortilla Chips,2.19
9088,32oz Cup,2.29
9089,Steak Tacos,8.29
9090,Can,2.0
9091,Ground Beef Tacos,8.19
9092,Ground Beef Bowl,8.19
9093,Ground Beef Salad,8.19
9094,32oz Cup,2.29
9095,Chicken Salad,7.29
9096,32oz Cup,2.29
9097,Vegetables Salad,7.29
9098,Chicken Burrito,7.29
9099,32oz Cup,2.29
9100,Ground Beef Salad,8.19
9101,Can,2.0
9102,Ground Beef Salad,8.19
9103,Can,2.0
9104,Vegetables Salad,7.29
9105,32oz Cup,2.29
9106,Ground Beef Burrito,8.19
9107,Ground Beef Tacos,8.19
9108,Tortilla Chips,2.19
9109,32oz Cup,2.29
9110,Vegetables Tacos,7.29
9111,Can,2.0
9112,Ground Beef Salad,8.19
9113,Tortilla Chips,2.19
9114,Can,2.0
9115,Ground Beef Bowl,8.19
9116,Steak Burrito,8.29
9117,Tortilla Chips,2.19
9118,Can,2.0
9119,Steak Tacos,8.29
9120,Tortilla Chips,2.19
9121,32oz Cup,2.29
9122,Steak Bowl,8.29
9123,Vegetables Bowl,7.29
9124,Steak Salad,8.29
9125,16oz Cup,2.09
9126,Steak Tacos,8.29
9127,Ground Beef Tacos,8.19
9128,Ground Beef Burrito,8.19
9129,Can,2.0
9130,Steak Burrito,8.29
9131,Chicken Salad,7.29
9132,Can,2.0
9133,Ground Beef Salad,8.19
9134,16oz Cup,2.09
9135,Steak Salad,8.29
9136,32oz Cup,2.29
9137,Ground Beef Salad,8.19
9138,Tortilla Chips,2.19
9139,Can,2.0
9140,Chicken Salad,7.29
9141,32oz Cup,2.29
9142,Chicken Tacos,7.29
9143,Vegetables Salad,7.29
9144,Vegetables Tacos,7.29
9145,Can,2.0
9146,Ground Beef Tacos,8.19
9147,Vegetables Burrito,7.29
9148,32oz Cup,2.29
9149,Vegetables Burrito,7.29
9150,32oz Cup,2.29
9151,Vegetables Burrito,7.29
9152,Can,2.0
9153,Ground Beef Tacos,8.19
9154,Vegetables Salad,7.29
9155,Tortilla Chips,2.19
9156,16oz Cup,2.09
9157,Steak Salad,8.29
9158,Can,2.0
9159,Vegetables Tacos,7.29
9160,Can,2.0
9161,Steak Salad,8.29
9162,Tortilla Chips,2.19
9163,16oz Cup,2.09
9164,Ground Beef Salad,8.19
9165,Tortilla Chips,2.19
9166,Can,2.0
9167,Chicken Tacos,7.29
9168,Tortilla Chips,2.19
9169,Can,2.0
9170,Ground Beef Bowl,8.19
9171,32oz Cup,2.29
9172,Ground Beef Tacos,8.19
9173,Tortilla Chips,2.19
9174,32oz Cup,2.29
9175,Ground Beef Bowl,8.19
9176,Vegetables Burrito,7.29
9177,Can,2.0
9178,Vegetables Tacos,7.29
9179,32oz Cup,2.29
9180,Vegetables Burrito,7.29
9181,Ground Beef Burrito,8.19
9182,Tortilla Chips,2.19
9183,16oz Cup,2.09
9184,Chicken Burrito,7.29
9185,Vegetables Salad,7.29
9186,32oz Cup,2.29
9187,Vegetables Tacos,7.29
9188,Chicken Burrito,7.29
9189,Steak Burrito,8.29
9190,Tortilla Chips,2.19
9191,Can,2.0
9192,Ground Beef Salad,8.19
9193,Can,2.0
9194,Chicken Salad,7.29
9195,32oz Cup,2.29
9196,Ground Beef Bowl,8.19
9197,Ground Beef Tacos,8.19
9198,Can,2.0
9199,Vegetables Bowl,7.29
9200,Tortilla Chips,2.19
9201,Can,2.0
9202,Vegetables Tacos,7.29
9203,Steak Tacos,8.29
9204,Vegetables Salad,7.29
9205,32oz Cup,2.29
9206,Vegetables Burrito,7.29
9207,32oz Cup,2.29
9208,Steak Salad,8.29
9209,16oz Cup,2.09
9210,Steak Burrito,8.29
9211,32oz Cup,2.29
9212,Ground Beef Tacos,8.19
9213,Steak Tacos,8.29
9214,Can,2.0
9215,Chicken Salad,7.29
9216,16oz Cup,2.09
9217,Steak Salad,8.29
9218,Steak Bowl,8.29
9219,Vegetables Salad,7.29
9220,Can,2.0
9221,Vegetables Bowl,7.29
9222,Chicken Tacos,7.29
9223,32oz Cup,2.29
9224,Chicken Bowl,7.29
9225,Chicken Bowl,7.29
9226,Can,2.0
9227,Vegetables Salad,7.29
9228,16oz Cup,2.09
9229,Ground Beef Salad,8.19
9230,16oz Cup,2.09
9231,Ground Beef Salad,8.19
9232,Tortilla Chips,2.19
9233,16oz Cup,2.09
9234,Vegetables Burrito,7.29
9235,Tortilla Chips,2.19
9236,Can,2.0
9237,Vegetables Bowl,7.29
9238,Steak Bowl,8.29
9239,Steak Burrito,8.29
9240,Steak Burrito,8.29
9241,16oz Cup,2.09
9242,Chicken Salad,7.29
9243,32oz Cup,2.29
9244,Chicken Tacos,7.29
9245,Can,2.0
9246,Ground Beef Bowl,8.19
9247,Tortilla Chips,2.19
9248,16oz Cup,2.09
9249,Chicken Burrito,7.29
9250,16oz Cup,2.09
9251,Steak Burrito,8.29
9252,Steak Burrito,8.29
9253,Ground Beef Tacos,8.19
9254,Can,2.0
9255,Vegetables Burrito,7.29
9256,16oz Cup,2.09
9257,Steak Salad,8.29
9258,32oz Cup,2.29
9259,Ground Beef Tacos,8.19
9260,Vegetables Bowl,7.29
9261,Vegetables Burrito,7.29
9262,Steak Salad,8.29
9263,Tortilla Chips,2.19
9264,16oz Cup,2.09
9265,Chicken Burrito,7.29
9266,Tortilla Chips,2.19
9267,Can,2.0
9268,Ground Beef Burrito,8.19
9269,Steak Burrito,8.29
9270,32oz Cup,2.29
9271,Chicken Burrito,7.29
9272,16oz Cup,2.09
9273,Steak Salad,8.29
9274,32oz Cup,2.29
9275,Chicken Burrito,7.29
9276,Chicken Bowl,7.29
9277,Can,2.0
9278,Ground Beef Burrito,8.19
9279,Ground Beef Burrito,8.19
9280,Can,2.0
9281,Vegetables Bowl,7.29
9282,16oz Cup,2.09
9283,Ground Beef Salad,8.19
9284,16oz Cup,2.09
9285,Vegetables Burrito,7.29
9286,Steak Salad,8.29
9287,Chicken Salad,7.29
9288,Chicken Bowl,7.29
9289,16oz Cup,2.09
9290,Ground Beef Tacos,8.19
9291,Vegetables Tacos,7.29
9292,Ground Beef Bowl,8.19
9293,16oz Cup,2.09
9294,Steak Bowl,8.29
9295,32oz Cup,2.29
9296,Vegetables Tacos,7.29
9297,Tortilla Chips,2.19
9298,16oz Cup,2.09
9299,Ground Beef Burrito,8.19
9300,Vegetables Tacos,7.29
9301,Can,2.0
9302,Chicken Burrito,7.29
9303,32oz Cup,2.29
9304,Chicken Burrito,7.29
9305,Tortilla Chips,2.19
9306,32oz Cup,2.29
9307,Steak Bowl,8.29
9308,32oz Cup,2.29
9309,Chicken Salad,7.29
9310,32oz Cup,2.29
9311,Chicken Tacos,7.29
9312,16oz Cup,2.09
9313,Ground Beef Bowl,8.19
9314,32oz Cup,2.29
9315,Steak Tacos,8.29
9316,Vegetables Bowl,7.29
9317,Ground Beef Burrito,8.19
9318,Chicken Salad,7.29
9319,Vegetables Salad,7.29
9320,Steak Tacos,8.29
9321,32oz Cup,2.29
9322,Chicken Burrito,7.29
9323,Tortilla Chips,2.19
9324,16oz Cup,2.09
9325,Steak Tacos,8.29
9326,32oz Cup,2.29
9327,Chicken Bowl,7.29
9328,Vegetables Bowl,7.29
9329,Can,2.0
9330,Vegetables Bowl,7.29
9331,Can,2.0
9332,Ground Beef Bowl,8.19
9333,Vegetables Bowl,7.29
9334,Steak Burrito,8.29
9335,Steak Tacos,8.29
9336,Tortilla Chips,2.19
9337,32oz Cup,2.29
9338,Ground Beef Burrito,8.19
9339,Tortilla Chips,2.19
9340,32oz Cup,2.29
9341,Steak Bowl,8.29
9342,Steak Burrito,8.29
9343,Vegetables Bowl,7.29
9344,Chicken Burrito,7.29
9345,16oz Cup,2.09
9346,Vegetables Salad,7.29
9347,16oz Cup,2.09
9348,Ground Beef Burrito,8.19
9349,Steak Burrito,8.29
9350,Tortilla Chips,2.19
9351,16oz Cup,2.09
9352,Vegetables Tacos,7.29
9353,Ground Beef Bowl,8.19
9354,32oz Cup,2.29
9355,Steak Tacos,8.29
9356,Tortilla Chips,2.19
9357,Can,2.0
9358,Vegetables Bowl,7.29
9359,Vegetables Salad,7.29
9360,Steak Bowl,8.29
9361,Ground Beef Salad,8.19
9362,Can,2.0
9363,Vegetables Salad,7.29
9364,Chicken Tacos,7.29
9365,Can,2.0
9366,Chicken Bowl,7.29
9367,Can,2.0
9368,Chicken Salad,7.29
9369,Steak Burrito,8.29
9370,16oz Cup,2.09
9371,Vegetables Salad,7.29
9372,16oz Cup,2.09
9373,Steak Tacos,8.29
9374,16oz Cup,2.09
9375,Ground Beef Tacos,8.19
9376,Chicken Tacos,7.29
9377,32oz Cup,2.29
9378,Vegetables Burrito,7.29
9379,Tortilla Chips,2.19
9380,Can,2.0
9381,Steak Salad,8.29
9382,Tortilla Chips,2.19
9383,32oz Cup,2.29
9384,Ground Beef Bowl,8.19
9385,Can,2.0
9386,Ground Beef Burrito,8.19
9387,16oz Cup,2.09
9388,Ground Beef Salad,8.19
9389,Tortilla Chips,2.19
9390,16oz Cup,2.09
9391,Steak Burrito,8.29
9392,32oz Cup,2.29
9393,Ground Beef Tacos,8.19
9394,16oz Cup,2.09
9395,Chicken Salad,7.29
9396,Steak Bowl,8.29
9397,Vegetables Bowl,7.29
9398,Ground Beef Salad,8.19
9399,32oz Cup,2.29
9400,Steak Tacos,8.29
9401,Ground Beef Salad,8.19
9402,Tortilla Chips,2.19
9403,Can,2.0
9404,Vegetables Burrito,7.29
9405,16oz Cup,2.09
9406,Chicken Burrito,7.29
9407,16oz Cup,2.09
9408,Ground Beef Burrito,8.19
9409,Chicken Bowl,7.29
9410,Tortilla Chips,2.19
9411,32oz Cup,2.29
9412,Vegetables Bowl,7.29
9413,Can,2.0
9414,Vegetables Tacos,7.29
9415,16oz Cup,2.09
9416,Steak Burrito,8.29
9417,Vegetables Burrito,7.29
9418,32oz Cup,2.29
9419,Ground Beef Bowl,8.19
9420,16oz Cup,2.09
9421,Vegetables Tacos,7.29
9422,Ground Beef Bowl,8.19
9423,Steak Burrito,8.29
9424,Tortilla Chips,2.19
9425,32oz Cup,2.29
9426,Chicken Bowl,7.29
9427,Chicken Bowl,7.29
9428,32oz Cup,2.29
9429,Vegetables Tacos,7.29
9430,Tortilla Chips,2.19
9431,32oz Cup,2.29
9432,Steak Burrito,8.29
9433,Chicken Tacos,7.29
9434,Tortilla Chips,2.19
9435,16oz Cup,2.09
9436,Steak Bowl,8.29
9437,Steak Burrito,8.29
9438,Steak Burrito,8.29
9439,32oz Cup,2.29
9440,Vegetables Bowl,7.29
9441,Tortilla Chips,2.19
9442,Can,2.0
9443,Chicken Bowl,7.29
9444,Steak Burrito,8.29
9445,32oz Cup,2.29
9446,Steak Bowl,8.29
9447,Tortilla Chips,2.19
9448,Can,2.0
9449,Chicken Tacos,7.29
9450,Can,2.0
9451,Vegetables Bowl,7.29
9452,Chicken Bowl,7.29
9453,Steak Burrito,8.29
9454,Vegetables Salad,7.29
9455,Tortilla Chips,2.19
9456,Can,2.0
9457,Steak Tacos,8.29
9458,Steak Bowl,8.29
9459,Vegetables Salad,7.29
9460,32oz Cup,2.29
9461,Steak Salad,8.29
9462,16oz Cup,2.09
9463,Chicken Tacos,7.29
9464,Ground Beef Tacos,8.19
9465,Chicken Burrito,7.29
9466,16oz Cup,2.09
9467,Steak Burrito,8.29
9468,Chicken Salad,7.29
9469,Chicken Bowl,7.29
9470,Steak Tacos,8.29
9471,16oz Cup,2.09
9472,Chicken Tacos,7.29
9473,Tortilla Chips,2.19
9474,16oz Cup,2.09
9475,Ground Beef Bowl,8.19
9476,16oz Cup,2.09
9477,Vegetables Burrito,7.29
9478,Tortilla Chips,2.19
9479,32oz Cup,2.29
9480,Steak Salad,8.29
9481,Can,2.0
9482,Ground Beef Salad,8.19
9483,Ground Beef Tacos,8.19
9484,Chicken Burrito,7.29
9485,Steak Salad,8.29
9486,Can,2.0
9487,Chicken Burrito,7.29
9488,16oz Cup,2.09
